Tidpunkt;Antal belagda platser;Bel„ggning (%);Inpassager;Utpassager;Anl„ggning;Adress;antal_lediga_platser
2019-07-16 09:30;129;93;21;18;S t Nicolai;Bergaliden 11;10
2019-07-16 09:45;133;96;17;13;S t Nicolai;Bergaliden 11;6
2019-07-16 10:00;137;99;18;14;S t Nicolai;Bergaliden 11;2
2019-07-16 10:15;137;99;13;13;S t Nicolai;Bergaliden 11;2
2019-07-16 10:30;140;101;16;13;S t Nicolai;Bergaliden 11;0
2019-07-16 10:45;147;106;24;17;S t Nicolai;Bergaliden 11;0
2019-07-16 11:00;143;103;16;20;S t Nicolai;Bergaliden 11;0
2019-07-16 11:15;147;106;27;23;S t Nicolai;Bergaliden 11;0
2019-07-16 11:30;148;106;19;18;S t Nicolai;Bergaliden 11;0
2019-07-16 11:45;150;108;28;26;S t Nicolai;Bergaliden 11;0
2019-07-16 12:00;152;109;38;36;S t Nicolai;Bergaliden 11;0
2019-07-16 12:15;150;108;23;25;S t Nicolai;Bergaliden 11;0
2019-07-16 12:30;149;107;36;37;S t Nicolai;Bergaliden 11;0
2019-07-16 12:45;143;103;31;37;S t Nicolai;Bergaliden 11;0
2019-07-16 13:00;143;103;35;35;S t Nicolai;Bergaliden 11;0
2019-07-16 13:15;140;101;35;38;S t Nicolai;Bergaliden 11;0
2019-07-16 13:30;142;102;27;25;S t Nicolai;Bergaliden 11;0
2019-07-16 13:45;136;98;20;26;S t Nicolai;Bergaliden 11;3
2019-07-16 14:00;147;106;38;27;S t Nicolai;Bergaliden 11;0
2019-07-16 14:15;140;101;25;32;S t Nicolai;Bergaliden 11;0
2019-07-16 14:30;143;103;39;36;S t Nicolai;Bergaliden 11;0
2019-07-16 14:45;139;100;38;42;S t Nicolai;Bergaliden 11;0
2019-07-16 15:00;139;100;29;29;S t Nicolai;Bergaliden 11;0
2019-07-16 15:15;134;96;18;23;S t Nicolai;Bergaliden 11;5
2019-07-16 15:30;140;101;29;23;S t Nicolai;Bergaliden 11;0
2019-07-16 15:45;142;102;44;42;S t Nicolai;Bergaliden 11;0
2019-07-16 16:00;134;96;48;56;S t Nicolai;Bergaliden 11;5
2019-07-16 16:15;128;92;44;50;S t Nicolai;Bergaliden 11;11
2019-07-16 16:30;126;91;52;54;S t Nicolai;Bergaliden 11;13
2019-07-16 16:45;139;100;61;48;S t Nicolai;Bergaliden 11;0
2019-07-16 17:00;139;100;43;43;S t Nicolai;Bergaliden 11;0
2019-07-16 17:15;134;96;39;44;S t Nicolai;Bergaliden 11;5
2019-07-16 17:30;135;97;42;41;S t Nicolai;Bergaliden 11;4
2019-07-16 17:45;140;101;48;43;S t Nicolai;Bergaliden 11;0
2019-07-16 18:00;132;95;34;42;S t Nicolai;Bergaliden 11;7
2019-07-16 18:15;131;94;38;39;S t Nicolai;Bergaliden 11;8
2019-07-16 18:30;126;91;47;52;S t Nicolai;Bergaliden 11;13
2019-07-16 18:45;126;91;35;35;S t Nicolai;Bergaliden 11;13
2019-07-16 19:00;129;93;38;35;S t Nicolai;Bergaliden 11;10
2019-07-16 19:15;123;88;21;27;S t Nicolai;Bergaliden 11;16
2019-07-16 19:30;125;90;24;22;S t Nicolai;Bergaliden 11;14
2019-07-16 19:45;123;88;19;21;S t Nicolai;Bergaliden 11;16
2019-07-16 20:00;116;83;7;14;S t Nicolai;Bergaliden 11;23
2019-07-16 20:15;124;89;22;14;S t Nicolai;Bergaliden 11;15
2019-07-16 20:30;121;87;28;31;S t Nicolai;Bergaliden 11;18
2019-07-16 20:45;117;84;20;24;S t Nicolai;Bergaliden 11;22
2019-07-16 21:00;102;73;19;34;S t Nicolai;Bergaliden 11;37
2019-07-16 21:15;98;71;22;26;S t Nicolai;Bergaliden 11;41
2019-07-16 21:30;50;36;26;74;S t Nicolai;Bergaliden 11;89
2019-07-16 21:45;32;23;8;26;S t Nicolai;Bergaliden 11;107
2019-07-16 22:00;30;22;9;11;S t Nicolai;Bergaliden 11;109
2019-07-16 22:15;24;17;3;9;S t Nicolai;Bergaliden 11;115
2019-07-16 22:30;25;18;3;2;S t Nicolai;Bergaliden 11;114
2019-07-16 22:45;18;13;0;7;S t Nicolai;Bergaliden 11;121
2019-07-16 23:00;20;14;3;1;S t Nicolai;Bergaliden 11;119
2019-07-16 23:15;20;14;2;2;S t Nicolai;Bergaliden 11;119
2019-07-16 23:30;19;14;2;3;S t Nicolai;Bergaliden 11;120
2019-07-16 23:45;19;14;1;1;S t Nicolai;Bergaliden 11;120
2019-07-17 00:00;18;13;2;3;S t Nicolai;Bergaliden 11;121
2019-07-17 00:15;16;12;0;2;S t Nicolai;Bergaliden 11;123
2019-07-17 00:30;14;10;2;4;S t Nicolai;Bergaliden 11;125
2019-07-17 00:45;13;9;0;1;S t Nicolai;Bergaliden 11;126
2019-07-17 01:00;13;9;0;0;S t Nicolai;Bergaliden 11;126
2019-07-17 01:15;13;9;0;0;S t Nicolai;Bergaliden 11;126
2019-07-17 01:30;13;9;0;0;S t Nicolai;Bergaliden 11;126
2019-07-17 01:45;13;9;0;0;S t Nicolai;Bergaliden 11;126
2019-07-17 02:00;13;9;0;0;S t Nicolai;Bergaliden 11;126
2019-07-17 02:15;13;9;0;0;S t Nicolai;Bergaliden 11;126
2019-07-17 02:30;13;9;0;0;S t Nicolai;Bergaliden 11;126
2019-07-17 02:45;13;9;0;0;S t Nicolai;Bergaliden 11;126
2019-07-17 03:00;13;9;0;0;S t Nicolai;Bergaliden 11;126
2019-07-17 03:15;14;10;1;0;S t Nicolai;Bergaliden 11;125
2019-07-17 03:30;13;9;0;1;S t Nicolai;Bergaliden 11;126
2019-07-17 03:45;13;9;2;2;S t Nicolai;Bergaliden 11;126
2019-07-17 04:00;14;10;1;0;S t Nicolai;Bergaliden 11;125
2019-07-17 04:15;15;11;1;0;S t Nicolai;Bergaliden 11;124
2019-07-17 04:30;15;11;1;1;S t Nicolai;Bergaliden 11;124
2019-07-17 04:45;15;11;2;2;S t Nicolai;Bergaliden 11;124
2019-07-17 05:00;44;32;0;1;S t Nicolai;Bergaliden 11;95
2019-07-17 05:15;45;32;1;0;S t Nicolai;Bergaliden 11;94
2019-07-17 05:30;47;34;2;0;S t Nicolai;Bergaliden 11;92
2019-07-17 05:45;49;35;2;0;S t Nicolai;Bergaliden 11;90
2019-07-17 06:00;53;38;4;0;S t Nicolai;Bergaliden 11;86
2019-07-17 06:15;58;42;5;0;S t Nicolai;Bergaliden 11;81
2019-07-17 06:30;63;45;8;3;S t Nicolai;Bergaliden 11;76
2019-07-17 06:45;65;47;6;4;S t Nicolai;Bergaliden 11;74
2019-07-17 07:00;68;49;9;6;S t Nicolai;Bergaliden 11;71
2019-07-17 07:15;70;50;5;3;S t Nicolai;Bergaliden 11;69
2019-07-17 07:30;85;61;11;6;S t Nicolai;Bergaliden 11;54
2019-07-17 07:45;94;68;16;7;S t Nicolai;Bergaliden 11;45
2019-07-17 08:00;92;66;8;10;S t Nicolai;Bergaliden 11;47
2019-07-17 08:15;95;68;12;9;S t Nicolai;Bergaliden 11;44
2019-07-17 08:30;98;71;7;4;S t Nicolai;Bergaliden 11;41
2019-07-17 08:45;101;73;11;8;S t Nicolai;Bergaliden 11;38
2019-07-17 09:00;107;77;17;11;S t Nicolai;Bergaliden 11;32
2019-07-17 09:15;107;77;8;8;S t Nicolai;Bergaliden 11;32
2019-07-17 09:30;114;82;10;3;S t Nicolai;Bergaliden 11;25
2019-07-17 09:45;120;86;16;10;S t Nicolai;Bergaliden 11;19
2019-07-17 10:00;125;90;16;11;S t Nicolai;Bergaliden 11;14
2019-07-17 10:15;127;91;15;13;S t Nicolai;Bergaliden 11;12
2019-07-17 10:30;128;92;7;6;S t Nicolai;Bergaliden 11;11
2019-07-17 10:45;124;89;10;14;S t Nicolai;Bergaliden 11;15
2019-07-17 11:00;125;90;9;8;S t Nicolai;Bergaliden 11;14
2019-07-17 11:15;129;93;19;15;S t Nicolai;Bergaliden 11;10
2019-07-17 11:30;132;95;24;21;S t Nicolai;Bergaliden 11;7
2019-07-17 11:45;130;94;26;28;S t Nicolai;Bergaliden 11;9
2019-07-17 12:00;130;94;26;26;S t Nicolai;Bergaliden 11;9
2019-07-17 12:15;130;94;29;29;S t Nicolai;Bergaliden 11;9
2019-07-17 12:30;135;97;44;39;S t Nicolai;Bergaliden 11;4
2019-07-17 12:45;129;93;31;37;S t Nicolai;Bergaliden 11;10
2019-07-17 13:00;131;94;27;25;S t Nicolai;Bergaliden 11;8
2019-07-17 13:15;130;94;19;20;S t Nicolai;Bergaliden 11;9
2019-07-17 13:30;129;93;21;22;S t Nicolai;Bergaliden 11;10
2019-07-17 13:45;129;93;18;18;S t Nicolai;Bergaliden 11;10
2019-07-17 14:00;126;91;15;18;S t Nicolai;Bergaliden 11;13
2019-07-17 14:15;127;91;25;24;S t Nicolai;Bergaliden 11;12
2019-07-17 14:30;127;91;23;23;S t Nicolai;Bergaliden 11;12
2019-07-17 14:45;129;93;23;21;S t Nicolai;Bergaliden 11;10
2019-07-17 15:00;125;90;19;23;S t Nicolai;Bergaliden 11;14
2019-07-17 15:15;122;88;25;28;S t Nicolai;Bergaliden 11;17
2019-07-17 15:30;125;90;31;28;S t Nicolai;Bergaliden 11;14
2019-07-17 15:45;117;84;12;20;S t Nicolai;Bergaliden 11;22
2019-07-17 16:00;114;82;21;24;S t Nicolai;Bergaliden 11;25
2019-07-17 16:15;117;84;19;16;S t Nicolai;Bergaliden 11;22
2019-07-17 16:30;112;81;12;17;S t Nicolai;Bergaliden 11;27
2019-07-17 16:45;124;89;30;18;S t Nicolai;Bergaliden 11;15
2019-07-17 17:00;115;83;16;25;S t Nicolai;Bergaliden 11;24
2019-07-17 17:15;114;82;24;25;S t Nicolai;Bergaliden 11;25
2019-07-17 17:30;123;88;27;18;S t Nicolai;Bergaliden 11;16
2019-07-17 17:45;116;83;13;20;S t Nicolai;Bergaliden 11;23
2019-07-17 18:00;120;86;22;18;S t Nicolai;Bergaliden 11;19
2019-07-17 18:15;120;86;21;21;S t Nicolai;Bergaliden 11;19
2019-07-17 18:30;115;83;13;18;S t Nicolai;Bergaliden 11;24
2019-07-17 18:45;105;76;6;16;S t Nicolai;Bergaliden 11;34
2019-07-17 19:00;102;73;9;12;S t Nicolai;Bergaliden 11;37
2019-07-17 19:15;104;75;13;11;S t Nicolai;Bergaliden 11;35
2019-07-17 19:30;95;68;9;18;S t Nicolai;Bergaliden 11;44
2019-07-17 19:45;90;65;5;10;S t Nicolai;Bergaliden 11;49
2019-07-17 20:00;88;63;7;9;S t Nicolai;Bergaliden 11;51
2019-07-17 20:15;83;60;5;10;S t Nicolai;Bergaliden 11;56
2019-07-17 20:30;79;57;5;9;S t Nicolai;Bergaliden 11;60
2019-07-17 20:45;76;55;8;11;S t Nicolai;Bergaliden 11;63
2019-07-17 21:00;69;50;1;8;S t Nicolai;Bergaliden 11;70
2019-07-17 21:15;67;48;2;4;S t Nicolai;Bergaliden 11;72
2019-07-17 21:30;65;47;8;10;S t Nicolai;Bergaliden 11;74
2019-07-17 21:45;62;45;5;8;S t Nicolai;Bergaliden 11;77
2019-07-17 22:00;60;43;2;4;S t Nicolai;Bergaliden 11;79
2019-07-17 22:15;60;43;3;3;S t Nicolai;Bergaliden 11;79
2019-07-17 22:30;55;40;2;7;S t Nicolai;Bergaliden 11;84
2019-07-17 22:45;55;40;5;5;S t Nicolai;Bergaliden 11;84
2019-07-17 23:00;55;40;4;4;S t Nicolai;Bergaliden 11;84
2019-07-17 23:15;56;40;3;2;S t Nicolai;Bergaliden 11;83
2019-07-17 23:30;54;39;1;3;S t Nicolai;Bergaliden 11;85
2019-07-17 23:45;50;36;1;5;S t Nicolai;Bergaliden 11;89
2019-07-18 00:00;47;34;0;3;S t Nicolai;Bergaliden 11;92
2019-07-18 00:15;45;32;2;4;S t Nicolai;Bergaliden 11;94
2019-07-18 00:30;44;32;2;3;S t Nicolai;Bergaliden 11;95
2019-07-18 00:45;43;31;1;2;S t Nicolai;Bergaliden 11;96
2019-07-18 01:00;44;32;1;0;S t Nicolai;Bergaliden 11;95
2019-07-18 01:15;44;32;2;2;S t Nicolai;Bergaliden 11;95
2019-07-18 01:30;43;31;2;3;S t Nicolai;Bergaliden 11;96
2019-07-18 01:45;43;31;0;0;S t Nicolai;Bergaliden 11;96
2019-07-18 02:00;43;31;0;0;S t Nicolai;Bergaliden 11;96
2019-07-18 02:15;42;30;0;1;S t Nicolai;Bergaliden 11;97
2019-07-18 02:30;41;29;0;1;S t Nicolai;Bergaliden 11;98
2019-07-18 02:45;41;29;0;0;S t Nicolai;Bergaliden 11;98
2019-07-18 03:00;41;29;0;0;S t Nicolai;Bergaliden 11;98
2019-07-18 03:15;41;29;0;0;S t Nicolai;Bergaliden 11;98
2019-07-18 03:30;41;29;2;2;S t Nicolai;Bergaliden 11;98
2019-07-18 03:45;41;29;0;0;S t Nicolai;Bergaliden 11;98
2019-07-18 04:00;42;30;1;0;S t Nicolai;Bergaliden 11;97
2019-07-18 04:15;42;30;0;0;S t Nicolai;Bergaliden 11;97
2019-07-18 04:30;42;30;0;0;S t Nicolai;Bergaliden 11;97
2019-07-18 04:45;42;30;1;1;S t Nicolai;Bergaliden 11;97
2019-07-18 05:00;44;32;0;1;S t Nicolai;Bergaliden 11;95
2019-07-18 05:15;46;33;2;0;S t Nicolai;Bergaliden 11;93
2019-07-18 05:30;47;34;1;0;S t Nicolai;Bergaliden 11;92
2019-07-18 05:45;48;35;1;0;S t Nicolai;Bergaliden 11;91
2019-07-18 06:00;51;37;3;0;S t Nicolai;Bergaliden 11;88
2019-07-18 06:15;54;39;4;1;S t Nicolai;Bergaliden 11;85
2019-07-18 06:30;60;43;8;2;S t Nicolai;Bergaliden 11;79
2019-07-18 06:45;66;47;7;1;S t Nicolai;Bergaliden 11;73
2019-07-18 07:00;67;48;7;6;S t Nicolai;Bergaliden 11;72
2019-07-18 07:15;72;52;10;5;S t Nicolai;Bergaliden 11;67
2019-07-18 07:30;78;56;12;10;S t Nicolai;Bergaliden 11;61
2019-07-18 07:45;81;58;11;8;S t Nicolai;Bergaliden 11;58
2019-07-18 08:00;84;60;6;3;S t Nicolai;Bergaliden 11;55
2019-07-18 08:15;84;60;12;12;S t Nicolai;Bergaliden 11;55
2019-07-18 08:30;88;63;8;4;S t Nicolai;Bergaliden 11;51
2019-07-18 08:45;91;65;10;7;S t Nicolai;Bergaliden 11;48
2019-07-18 09:00;98;71;13;6;S t Nicolai;Bergaliden 11;41
2019-07-18 09:15;94;68;4;8;S t Nicolai;Bergaliden 11;45
2019-07-18 09:30;95;68;9;8;S t Nicolai;Bergaliden 11;44
2019-07-18 09:45;98;71;7;4;S t Nicolai;Bergaliden 11;41
2019-07-18 10:00;99;71;10;9;S t Nicolai;Bergaliden 11;40
2019-07-18 10:15;105;76;14;8;S t Nicolai;Bergaliden 11;34
2019-07-18 10:30;106;76;9;8;S t Nicolai;Bergaliden 11;33
2019-07-18 10:45;102;73;13;17;S t Nicolai;Bergaliden 11;37
2019-07-18 11:00;104;75;15;13;S t Nicolai;Bergaliden 11;35
2019-07-18 11:15;110;79;13;7;S t Nicolai;Bergaliden 11;29
2019-07-18 11:30;114;82;12;8;S t Nicolai;Bergaliden 11;25
2019-07-18 11:45;121;87;23;16;S t Nicolai;Bergaliden 11;18
2019-07-18 12:00;124;89;15;12;S t Nicolai;Bergaliden 11;15
2019-07-18 12:15;126;91;16;14;S t Nicolai;Bergaliden 11;13
2019-07-18 12:30;126;91;19;19;S t Nicolai;Bergaliden 11;13
2019-07-18 12:45;128;92;21;19;S t Nicolai;Bergaliden 11;11
2019-07-18 13:00;129;93;19;18;S t Nicolai;Bergaliden 11;10
2019-07-18 13:15;127;91;16;18;S t Nicolai;Bergaliden 11;12
2019-07-18 13:30;128;92;20;19;S t Nicolai;Bergaliden 11;11
2019-07-18 13:45;129;93;17;16;S t Nicolai;Bergaliden 11;10
2019-07-18 14:00;125;90;17;21;S t Nicolai;Bergaliden 11;14
2019-07-18 14:15;129;93;22;18;S t Nicolai;Bergaliden 11;10
2019-07-18 14:30;126;91;25;28;S t Nicolai;Bergaliden 11;13
2019-07-18 14:45;127;91;30;29;S t Nicolai;Bergaliden 11;12
2019-07-18 15:00;128;92;22;21;S t Nicolai;Bergaliden 11;11
2019-07-18 15:15;120;86;11;19;S t Nicolai;Bergaliden 11;19
2019-07-18 15:30;120;86;13;13;S t Nicolai;Bergaliden 11;19
2019-07-18 15:45;125;90;20;15;S t Nicolai;Bergaliden 11;14
2019-07-18 16:00;123;88;24;26;S t Nicolai;Bergaliden 11;16
2019-07-18 16:15;116;83;14;21;S t Nicolai;Bergaliden 11;23
2019-07-18 16:30;125;90;26;17;S t Nicolai;Bergaliden 11;14
2019-07-18 16:45;124;89;20;21;S t Nicolai;Bergaliden 11;15
2019-07-18 17:00;123;88;23;24;S t Nicolai;Bergaliden 11;16
2019-07-18 17:15;128;92;21;16;S t Nicolai;Bergaliden 11;11
2019-07-18 17:30;127;91;14;15;S t Nicolai;Bergaliden 11;12
2019-07-18 17:45;123;88;8;12;S t Nicolai;Bergaliden 11;16
2019-07-18 18:00;117;84;15;21;S t Nicolai;Bergaliden 11;22
2019-07-18 18:15;115;83;12;14;S t Nicolai;Bergaliden 11;24
2019-07-18 18:30;111;80;11;15;S t Nicolai;Bergaliden 11;28
2019-07-18 18:45;106;76;5;10;S t Nicolai;Bergaliden 11;33
2019-07-18 19:00;101;73;9;14;S t Nicolai;Bergaliden 11;38
2019-07-18 19:15;98;71;12;15;S t Nicolai;Bergaliden 11;41
2019-07-18 19:30;102;73;11;7;S t Nicolai;Bergaliden 11;37
2019-07-18 19:45;96;69;8;14;S t Nicolai;Bergaliden 11;43
2019-07-18 20:00;95;68;13;14;S t Nicolai;Bergaliden 11;44
2019-07-18 20:15;90;65;7;12;S t Nicolai;Bergaliden 11;49
2019-07-18 20:30;87;63;5;8;S t Nicolai;Bergaliden 11;52
2019-07-18 20:45;81;58;5;11;S t Nicolai;Bergaliden 11;58
2019-07-18 21:00;81;58;6;6;S t Nicolai;Bergaliden 11;58
2019-07-18 21:15;76;55;2;7;S t Nicolai;Bergaliden 11;63
2019-07-18 21:30;66;47;6;16;S t Nicolai;Bergaliden 11;73
2019-07-18 21:45;61;44;2;7;S t Nicolai;Bergaliden 11;78
2019-07-18 22:00;59;42;7;9;S t Nicolai;Bergaliden 11;80
2019-07-18 22:15;58;42;3;4;S t Nicolai;Bergaliden 11;81
2019-07-18 22:30;54;39;2;6;S t Nicolai;Bergaliden 11;85
2019-07-18 22:45;52;37;4;6;S t Nicolai;Bergaliden 11;87
2019-07-18 23:00;51;37;3;4;S t Nicolai;Bergaliden 11;88
2019-07-18 23:15;50;36;3;4;S t Nicolai;Bergaliden 11;89
2019-07-18 23:30;50;36;1;1;S t Nicolai;Bergaliden 11;89
2019-07-18 23:45;48;35;4;6;S t Nicolai;Bergaliden 11;91
2019-07-19 00:00;46;33;2;4;S t Nicolai;Bergaliden 11;93
2019-07-19 00:15;46;33;3;3;S t Nicolai;Bergaliden 11;93
2019-07-19 00:30;45;32;0;1;S t Nicolai;Bergaliden 11;94
2019-07-19 00:45;46;33;2;1;S t Nicolai;Bergaliden 11;93
2019-07-19 01:00;45;32;1;2;S t Nicolai;Bergaliden 11;94
2019-07-19 01:15;44;32;0;1;S t Nicolai;Bergaliden 11;95
2019-07-19 01:30;44;32;0;0;S t Nicolai;Bergaliden 11;95
2019-07-19 01:45;45;32;1;0;S t Nicolai;Bergaliden 11;94
2019-07-19 02:00;45;32;1;1;S t Nicolai;Bergaliden 11;94
2019-07-19 02:15;45;32;0;0;S t Nicolai;Bergaliden 11;94
2019-07-19 02:30;44;32;1;2;S t Nicolai;Bergaliden 11;95
2019-07-19 02:45;44;32;0;0;S t Nicolai;Bergaliden 11;95
2019-07-19 03:00;44;32;1;1;S t Nicolai;Bergaliden 11;95
2019-07-19 03:15;42;30;0;2;S t Nicolai;Bergaliden 11;97
2019-07-19 03:30;42;30;0;0;S t Nicolai;Bergaliden 11;97
2019-07-19 03:45;42;30;0;0;S t Nicolai;Bergaliden 11;97
2019-07-19 04:00;41;29;3;4;S t Nicolai;Bergaliden 11;98
2019-07-19 04:15;42;30;1;0;S t Nicolai;Bergaliden 11;97
2019-07-19 04:30;42;30;0;0;S t Nicolai;Bergaliden 11;97
2019-07-19 04:45;42;30;1;1;S t Nicolai;Bergaliden 11;97
2019-07-19 05:00;44;32;0;1;S t Nicolai;Bergaliden 11;95
2019-07-19 05:15;47;34;4;1;S t Nicolai;Bergaliden 11;92
2019-07-19 05:30;47;34;2;2;S t Nicolai;Bergaliden 11;92
2019-07-19 05:45;47;34;1;1;S t Nicolai;Bergaliden 11;92
2019-07-19 06:00;52;37;6;1;S t Nicolai;Bergaliden 11;87
2019-07-19 06:15;56;40;7;3;S t Nicolai;Bergaliden 11;83
2019-07-19 06:30;60;43;7;3;S t Nicolai;Bergaliden 11;79
2019-07-19 06:45;61;44;3;2;S t Nicolai;Bergaliden 11;78
2019-07-19 07:00;59;42;3;5;S t Nicolai;Bergaliden 11;80
2019-07-19 07:15;65;47;14;8;S t Nicolai;Bergaliden 11;74
2019-07-19 07:30;72;52;15;8;S t Nicolai;Bergaliden 11;67
2019-07-19 07:45;79;57;16;9;S t Nicolai;Bergaliden 11;60
2019-07-19 08:00;85;61;4;5;S t Nicolai;Bergaliden 11;54
2019-07-19 08:15;86;62;11;10;S t Nicolai;Bergaliden 11;53
2019-07-19 08:30;89;64;7;4;S t Nicolai;Bergaliden 11;50
2019-07-19 08:45;96;69;18;11;S t Nicolai;Bergaliden 11;43
2019-07-19 09:00;100;72;7;3;S t Nicolai;Bergaliden 11;39
2019-07-19 09:15;96;69;3;7;S t Nicolai;Bergaliden 11;43
2019-07-19 09:30;101;73;11;6;S t Nicolai;Bergaliden 11;38
2019-07-19 09:45;102;73;14;13;S t Nicolai;Bergaliden 11;37
2019-07-19 10:00;110;79;18;10;S t Nicolai;Bergaliden 11;29
2019-07-19 10:15;114;82;18;14;S t Nicolai;Bergaliden 11;25
2019-07-19 10:30;121;87;17;10;S t Nicolai;Bergaliden 11;18
2019-07-19 10:45;121;87;13;13;S t Nicolai;Bergaliden 11;18
2019-07-19 11:00;122;88;17;16;S t Nicolai;Bergaliden 11;17
2019-07-19 11:15;127;91;18;13;S t Nicolai;Bergaliden 11;12
2019-07-19 11:30;123;88;20;24;S t Nicolai;Bergaliden 11;16
2019-07-19 11:45;122;88;13;14;S t Nicolai;Bergaliden 11;17
2019-07-19 12:00;127;91;19;14;S t Nicolai;Bergaliden 11;12
2019-07-19 12:15;123;88;22;26;S t Nicolai;Bergaliden 11;16
2019-07-19 12:30;128;92;16;11;S t Nicolai;Bergaliden 11;11
2019-07-19 12:45;128;92;24;24;S t Nicolai;Bergaliden 11;11
2019-07-19 13:00;128;92;16;16;S t Nicolai;Bergaliden 11;11
2019-07-19 13:15;131;94;26;23;S t Nicolai;Bergaliden 11;8
2019-07-19 13:30;131;94;18;18;S t Nicolai;Bergaliden 11;8
2019-07-19 13:45;129;93;20;22;S t Nicolai;Bergaliden 11;10
2019-07-19 14:00;130;94;22;21;S t Nicolai;Bergaliden 11;9
2019-07-19 14:15;131;94;24;23;S t Nicolai;Bergaliden 11;8
2019-07-19 14:30;121;87;17;27;S t Nicolai;Bergaliden 11;18
2019-07-19 14:45;124;89;21;18;S t Nicolai;Bergaliden 11;15
2019-07-19 15:00;121;87;15;18;S t Nicolai;Bergaliden 11;18
2019-07-19 15:15;111;80;9;19;S t Nicolai;Bergaliden 11;28
2019-07-19 15:30;111;80;16;16;S t Nicolai;Bergaliden 11;28
2019-07-19 15:45;111;80;11;11;S t Nicolai;Bergaliden 11;28
2019-07-19 16:00;112;81;27;26;S t Nicolai;Bergaliden 11;27
2019-07-19 16:15;109;78;11;14;S t Nicolai;Bergaliden 11;30
2019-07-19 16:30;118;85;23;14;S t Nicolai;Bergaliden 11;21
2019-07-19 16:45;121;87;15;12;S t Nicolai;Bergaliden 11;18
2019-07-19 17:00;129;93;20;12;S t Nicolai;Bergaliden 11;10
2019-07-19 17:15;132;95;18;15;S t Nicolai;Bergaliden 11;7
2019-07-19 17:30;128;92;7;11;S t Nicolai;Bergaliden 11;11
2019-07-19 17:45;125;90;19;22;S t Nicolai;Bergaliden 11;14
2019-07-19 18:00;119;86;18;24;S t Nicolai;Bergaliden 11;20
2019-07-19 18:15;117;84;11;13;S t Nicolai;Bergaliden 11;22
2019-07-19 18:30;115;83;9;11;S t Nicolai;Bergaliden 11;24
2019-07-19 18:45;117;84;8;6;S t Nicolai;Bergaliden 11;22
2019-07-19 19:00;110;79;6;13;S t Nicolai;Bergaliden 11;29
2019-07-19 19:15;106;76;9;13;S t Nicolai;Bergaliden 11;33
2019-07-19 19:30;103;74;5;8;S t Nicolai;Bergaliden 11;36
2019-07-19 19:45;99;71;5;9;S t Nicolai;Bergaliden 11;40
2019-07-19 20:00;96;69;6;9;S t Nicolai;Bergaliden 11;43
2019-07-19 20:15;93;67;3;6;S t Nicolai;Bergaliden 11;46
2019-07-19 20:30;96;69;11;8;S t Nicolai;Bergaliden 11;43
2019-07-19 20:45;97;70;4;3;S t Nicolai;Bergaliden 11;42
2019-07-19 21:00;95;68;9;11;S t Nicolai;Bergaliden 11;44
2019-07-19 21:15;95;68;2;2;S t Nicolai;Bergaliden 11;44
2019-07-19 21:30;97;70;8;6;S t Nicolai;Bergaliden 11;42
2019-07-19 21:45;95;68;4;6;S t Nicolai;Bergaliden 11;44
2019-07-19 22:00;89;64;4;10;S t Nicolai;Bergaliden 11;50
2019-07-19 22:15;86;62;3;6;S t Nicolai;Bergaliden 11;53
2019-07-19 22:30;89;64;6;3;S t Nicolai;Bergaliden 11;50
2019-07-19 22:45;87;63;5;7;S t Nicolai;Bergaliden 11;52
2019-07-19 23:00;91;65;6;2;S t Nicolai;Bergaliden 11;48
2019-07-19 23:15;93;67;3;1;S t Nicolai;Bergaliden 11;46
2019-07-19 23:30;94;68;6;5;S t Nicolai;Bergaliden 11;45
2019-07-19 23:45;91;65;3;6;S t Nicolai;Bergaliden 11;48
2019-07-20 00:00;91;65;4;4;S t Nicolai;Bergaliden 11;48
2019-07-20 00:15;84;60;1;8;S t Nicolai;Bergaliden 11;55
2019-07-20 00:30;81;58;4;7;S t Nicolai;Bergaliden 11;58
2019-07-20 00:45;81;58;3;3;S t Nicolai;Bergaliden 11;58
2019-07-20 01:00;79;57;1;3;S t Nicolai;Bergaliden 11;60
2019-07-20 01:15;74;53;0;5;S t Nicolai;Bergaliden 11;65
2019-07-20 01:30;72;52;1;3;S t Nicolai;Bergaliden 11;67
2019-07-20 01:45;71;51;0;1;S t Nicolai;Bergaliden 11;68
2019-07-20 02:00;70;50;2;3;S t Nicolai;Bergaliden 11;69
2019-07-20 02:15;68;49;4;6;S t Nicolai;Bergaliden 11;71
2019-07-20 02:30;67;48;0;1;S t Nicolai;Bergaliden 11;72
2019-07-20 02:45;68;49;5;4;S t Nicolai;Bergaliden 11;71
2019-07-20 03:00;64;46;0;4;S t Nicolai;Bergaliden 11;75
2019-07-20 03:15;62;45;0;2;S t Nicolai;Bergaliden 11;77
2019-07-20 03:30;61;44;0;1;S t Nicolai;Bergaliden 11;78
2019-07-20 03:45;64;46;3;0;S t Nicolai;Bergaliden 11;75
2019-07-20 04:00;63;45;0;1;S t Nicolai;Bergaliden 11;76
2019-07-20 04:15;63;45;0;0;S t Nicolai;Bergaliden 11;76
2019-07-20 04:30;62;45;1;2;S t Nicolai;Bergaliden 11;77
2019-07-20 04:45;63;45;1;0;S t Nicolai;Bergaliden 11;76
